flight_number,timestamp,altitude_baro,ground_speed,air_speed,latitude,longitude,track_angle,roll_angle,emergency,wind_direction,wind_speed,temperature,on_ground,lga_type,origin,destination
UAL669,7/1/2026 4:55:19 PM,3325,250.9,245,40.8210300000,-73.7531740000,30.1399994,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:19 PM,3325,250.9,245,40.8215640000,-73.7527810000,30.1399994,-1.9300001,none,,,24,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:55:19 PM,34000,466.7,275,39.0421600000,-76.9341510000,225.1699982,0.18,none,286,9,-41,F,departure,LGA,CLT
UAL669,7/1/2026 4:55:20 PM,3300,250.1,245,40.8220370000,-73.7523800000,30.2600002,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:20 PM,26300,444.5,298,40.5854640000,-75.8621830000,243.5500031,0.18,none,303,16,-19,F,departure,LGA,STL
UAL669,7/1/2026 4:55:20 PM,3300,250.1,245,40.8225420000,-73.7520320000,30.2600002,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:20 PM,3950,270.5,246,40.6600280000,-73.9836190000,35.2200012,-0.35,none,293,13,22,F,arrival,LAS,LGA
UAL692,7/1/2026 4:55:20 PM,15000,355.1,277,40.8439560000,-74.4823730000,251.1100006,1.23,none,345,17,2,F,departure,LGA,IAH
SWA4570,7/1/2026 4:55:20 PM,-25,6.3,,40.7714770000,-73.8581540000,104.0599976,,none,,,,T,departure,LGA,DAL
UAL669,7/1/2026 4:55:21 PM,3275,249.6,245,40.8230440000,-73.7516480000,30.0599995,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:21 PM,22675,396,284,40.8589780000,-75.4390870000,252.6600037,0,none,317,24,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:21 PM,3275,249.6,245,40.8234560000,-73.7513430000,30.0599995,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:22 PM,3275,249.6,245,40.8240320000,-73.7509090000,30.0599995,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:22 PM,3250,249.6,245,40.8245540000,-73.7504880000,30.0599995,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:23 PM,3250,249.6,245,40.8249210000,-73.7501830000,30.0599995,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:23 PM,15025,355.8,277,40.8425130000,-74.4878040000,250.8000031,1.23,none,345,17,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:23 PM,3250,248.2,245,40.8255160000,-73.7497560000,29.9699993,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:23 PM,26350,445.9,298,40.5824430000,-75.8701780000,243.4900055,0.18,none,303,16,-19,F,departure,LGA,STL
UAL669,7/1/2026 4:55:24 PM,3225,247.3,245,40.8260330000,-73.7493480000,30.0900002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:24 PM,22750,396,284,40.8573630000,-75.4459240000,252.6600037,0,none,317,24,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:24 PM,3225,247.3,245,40.8264060000,-73.7490980000,30.0900002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:25 PM,3225,247.3,245,40.8269180000,-73.7487240000,30.0900002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:25 PM,3200,246.8,245,40.8273930000,-73.7482910000,29.8899994,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:25 PM,15075,356.1,277,40.8413090000,-74.4922490000,250.6499939,1.23,none,345,17,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:26 PM,3200,246.8,245,40.8278950000,-73.7479750000,29.8899994,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:26 PM,26400,445.9,298,40.5801090000,-75.8763430000,243.4900055,0.18,none,303,16,-19,F,departure,LGA,STL
UAL669,7/1/2026 4:55:26 PM,3200,246,245,40.8284000000,-73.7475590000,30,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:26 PM,3950,270.5,246,40.6659390000,-73.9781490000,35.2200012,-0.35,none,293,13,22,F,arrival,LAS,LGA
SWA4570,7/1/2026 4:55:26 PM,-25,2.3,,40.7715340000,-73.8580170000,70.3099976,,none,,,,T,departure,LGA,DAL
UAL669,7/1/2026 4:55:26 PM,3175,246,245,40.8289190000,-73.7472260000,30,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:27 PM,22800,396.9,284,40.8557340000,-75.4527910000,252.7100067,0,none,317,24,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:27 PM,3175,245.5,245,40.8292920000,-73.7469140000,29.7999992,-1.9300001,none,,,24,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:55:27 PM,32000,451.3,278,39.0949880000,-79.0079350000,251.9299927,0.18,none,230,12,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:55:27 PM,3150,245.5,245,40.8296640000,-73.7466010000,29.7999992,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:28 PM,15100,356.8,277,40.8399810000,-74.4973140000,250.3500061,1.23,none,345,17,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:28 PM,3150,244.6,245,40.8301850000,-73.7462160000,29.9200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:28 PM,3125,244.6,245,40.8306880000,-73.7458520000,29.9200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:29 PM,3125,244.6,245,40.8312380000,-73.7454220000,29.9200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:29 PM,22850,396.9,284,40.8544770000,-75.4581590000,252.7100067,-0.18,none,313,22,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:29 PM,3100,244.6,245,40.8317590000,-73.7450410000,29.9200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:55:30 PM,34000,468.8,276,39.0263670000,-76.9545120000,225.0899963,-0.18,none,286,8,-42,F,departure,LGA,CLT
UAL692,7/1/2026 4:55:30 PM,15150,357.7,277,40.8387420000,-74.5017870000,250.3999939,-0.53,none,345,17,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:30 PM,3075,244.6,245,40.8322450000,-73.7446900000,29.9200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:31 PM,3075,244.1,245,40.8328400000,-73.7442630000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:31 PM,3050,244.1,245,40.8333420000,-73.7438550000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:31 PM,26500,445.9,298,40.5753490000,-75.8888730000,243.4900055,0,none,304,16,-20,F,departure,LGA,STL
UAL2200,7/1/2026 4:55:31 PM,22900,396.9,284,40.8532100000,-75.4635620000,252.7100067,-0.18,none,313,22,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:31 PM,3050,244.1,245,40.8337140000,-73.7435430000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:32 PM,3950,269.7,247,40.6715240000,-73.9730220000,35.3400002,0,none,297,13,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:55:32 PM,3025,244.1,245,40.8341330000,-73.7432930000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:32 PM,15200,358.1,278,40.8375780000,-74.5060310000,250.25,-0.53,none,348,17,1,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:32 PM,3025,244.1,245,40.8345060000,-73.7429810000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:33 PM,3000,244.1,245,40.8352040000,-73.7424820000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:33 PM,22950,398.2,284,40.8520560000,-75.4683960000,252.6100006,-0.18,none,313,22,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:33 PM,3000,244.1,245,40.8355760000,-73.7421690000,29.7199993,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:34 PM,2975,243.6,245,40.8360900000,-73.7418210000,29.5100002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:34 PM,2975,243.6,245,40.8364560000,-73.7415160000,29.5100002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:34 PM,15275,358.1,278,40.8362270000,-74.5110470000,250.25,-0.53,none,348,17,1,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:35 PM,2975,243.6,245,40.8368680000,-73.7412110000,29.5100002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:35 PM,2950,243.6,245,40.8373450000,-73.7408590000,29.5100002,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:36 PM,2950,242.2,245,40.8378580000,-73.7404840000,29.4200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:36 PM,23000,398.2,284,40.8508300000,-75.4735110000,252.6100006,-0.18,none,313,22,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:36 PM,2925,242.2,245,40.8384160000,-73.7400470000,29.4200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:36 PM,15325,359.3,277,40.8350640000,-74.5152700000,250.1499939,-0.53,none,345,17,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:37 PM,2925,242.2,245,40.8389280000,-73.7396850000,29.4200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:37 PM,3950,269.7,247,40.6771550000,-73.9677730000,35.3400002,0,none,297,13,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:55:37 PM,2925,242.2,245,40.8392940000,-73.7394410000,29.4200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:55:37 PM,32000,451.3,278,39.0881920000,-79.0346680000,251.9299927,0.35,none,230,12,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:55:38 PM,2900,242.2,245,40.8397660000,-73.7390480000,29.4200001,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:38 PM,23050,398.2,284,40.8497280000,-75.4781970000,252.6100006,-0.18,none,313,22,-15,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:38 PM,2900,241.4,245,40.8403710000,-73.7386110000,29.5400009,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:38 PM,15400,359.7,278,40.8339010000,-74.5195150000,250,-0.53,none,348,17,1,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:39 PM,2875,241.4,245,40.8408510000,-73.7382810000,29.5400009,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:39 PM,2875,241.4,245,40.8413490000,-73.7379250000,29.5400009,-1.9300001,none,,,24,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:55:40 PM,34000,470.2,277,39.0105890000,-76.9747310000,225.0899963,0.18,none,290,9,-40,F,departure,LGA,CLT
UAL2200,7/1/2026 4:55:40 PM,23100,398.2,284,40.8484250000,-75.4837520000,252.6100006,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:40 PM,2850,240,245,40.8421870000,-73.7372380000,29.4500008,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:40 PM,15450,360,277,40.8327480000,-74.5236210000,249.8500061,-0.53,none,,,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:41 PM,2850,240,245,40.8427920000,-73.7368010000,29.4500008,-1.9300001,none,,,24,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:41 PM,2850,240,245,40.8431640000,-73.7365510000,29.4500008,-1.9300001,none,,,24,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:41 PM,26675,448.1,298,40.5658060000,-75.9139670000,243.4900055,0,none,304,16,-20,F,departure,LGA,STL
UAL669,7/1/2026 4:55:42 PM,2825,240,,40.8436430000,-73.7362060000,29.4500008,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:42 PM,23150,399.2,284,40.8472600000,-75.4885250000,252.6499939,-0.18,none,313,23,-16,F,departure,LGA,DEN
SWA1078,7/1/2026 4:55:42 PM,3950,269.2,246,40.6822800000,-73.9628950000,37,0,none,297,13,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:55:42 PM,2825,238.6,,40.8441420000,-73.7358020000,29.3600006,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:42 PM,15525,360,281,40.8315260000,-74.5279420000,249.8500061,-0.53,none,341,19,-1,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:43 PM,2825,238.6,,40.8446960000,-73.7354130000,29.3600006,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:43 PM,2800,238.6,,40.8452130000,-73.7350530000,29.3600006,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:44 PM,2800,237.3,,40.8455850000,-73.7347410000,29.2700005,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:44 PM,2800,237.3,,40.8460690000,-73.7343750000,29.2700005,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:44 PM,23175,399.2,284,40.8461150000,-75.4933470000,252.6499939,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:45 PM,2800,237.3,,40.8465160000,-73.7340550000,29.2700005,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:45 PM,15625,360,281,40.8302310000,-74.5325930000,249.8500061,-0.53,none,341,19,11,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:45 PM,2775,236.4,,40.8470310000,-73.7337040000,29.3799992,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:46 PM,2775,236.4,,40.8474880000,-73.7333370000,29.3799992,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:46 PM,2775,235.9,,40.8479590000,-73.7329930000,29.1700001,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:46 PM,23225,399.5,284,40.8449710000,-75.4981080000,252.5200043,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:47 PM,2750,235.4,,40.8485180000,-73.7326190000,28.9599991,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:47 PM,15725,359.1,281,40.8288730000,-74.5374920000,249.8000031,-0.53,none,341,19,11,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:47 PM,2750,235.4,,40.8489370000,-73.7323070000,28.9599991,-1.9300001,none,,,,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:47 PM,3950,270.1,246,40.6869510000,-73.9573970000,44.4000015,0,none,297,13,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:55:48 PM,2750,234,,40.8493090000,-73.7320570000,28.3199997,-1.9300001,none,,,,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:48 PM,26800,448.1,298,40.5601270000,-75.9288860000,243.4900055,0,none,304,16,-20,F,departure,LGA,STL
AAL2302,7/1/2026 4:55:48 PM,32000,451.3,278,39.0815730000,-79.0606620000,251.9299927,0.35,none,219,13,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:55:48 PM,2750,234,,40.8498680000,-73.7316200000,28.3199997,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:48 PM,23275,399.5,284,40.8438720000,-75.5027470000,252.5200043,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:49 PM,2725,233.5,,40.8503720000,-73.7313230000,27.5499992,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:49 PM,2725,233.5,,40.8508460000,-73.7309960000,27.5499992,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:49 PM,15825,359.1,281,40.8275690000,-74.5422360000,249.8000031,-0.53,none,341,19,11,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:50 PM,2725,233.5,,40.8513110000,-73.7306840000,27.5499992,-1.9300001,none,,,,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:55:50 PM,34000,471.6,277,38.9952270000,-76.9945070000,225.0899963,0.18,none,290,9,-40,F,departure,LGA,CLT
SWA2473,7/1/2026 4:55:50 PM,26850,449,298,40.5579850000,-75.9345040000,243.5500031,0,none,304,16,-20,F,departure,LGA,STL
UAL669,7/1/2026 4:55:50 PM,2725,233,,40.8517910000,-73.7304080000,26.2399998,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:55:50 PM,23325,399.5,284,40.8427280000,-75.5076290000,252.5200043,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:51 PM,2700,233,,40.8522030000,-73.7301640000,26.2399998,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:51 PM,2700,231.3,,40.8527080000,-73.7298720000,24.7900009,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:52 PM,2700,231.3,,40.8530800000,-73.7296230000,24.7900009,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:52 PM,15950,358.7,281,40.8262020000,-74.5470580000,249.9499969,-0.53,none,341,19,11,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:52 PM,2700,230.3,,40.8535770000,-73.7294310000,23,-1.9300001,none,,,,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:55:52 PM,26900,449.4,300,40.5557980000,-75.9403090000,243.4299927,0.18,none,302,16,-15,F,departure,LGA,STL
UAL669,7/1/2026 4:55:53 PM,2675,230.3,,40.8541970000,-73.7291230000,23,-1.9300001,none,,,,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:55:53 PM,3950,272.3,246,40.6911620000,-73.9503780000,54.2700005,0,none,297,13,22,F,arrival,LAS,LGA
UAL2200,7/1/2026 4:55:53 PM,23375,400.4,284,40.8413950000,-75.5130910000,252.5599976,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL669,7/1/2026 4:55:53 PM,2675,229.2,,40.8546750000,-73.7288820000,20.9699993,-1.9300001,none,,,,F,arrival,ORD,LGA
UAL669,7/1/2026 4:55:54 PM,2675,228.3,,40.8551750000,-73.7286860000,18.9099998,,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:55:54 PM,16050,357.8,279,40.8247300000,-74.5523490000,249.8899994,-0.53,none,331,22,-2,F,departure,LGA,IAH
UAL2200,7/1/2026 4:55:55 PM,23425,400.4,284,40.8400730000,-75.5187380000,252.5599976,-0.18,none,313,23,-16,F,departure,LGA,DEN
UAL692,7/1/2026 4:55:57 PM,16150,357.8,279,40.8234100000,-74.5571900000,249.8899994,-0.53,none,331,22,2,F,departure,LGA,IAH
UAL2200,7/1/2026 4:55:57 PM,23475,400.4,284,40.8389280000,-75.5234380000,252.5599976,-0.18,none,313,23,-16,F,departure,LGA,DEN
SWA1078,7/1/2026 4:55:58 PM,3950,273.9,246,40.6948490000,-73.9425450000,59.5,0,none,297,13,22,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:55:58 PM,32000,451.6,278,39.0746920000,-79.0876460000,251.8099976,0.35,none,219,13,-35,F,departure,LGA,BNA
UAL692,7/1/2026 4:55:59 PM,16225,357.8,279,40.8222660000,-74.5612180000,249.8899994,-0.53,none,331,22,2,F,departure,LGA,IAH
UAL669,7/1/2026 4:55:59 PM,2575,223.3,,40.8607610000,-73.7270010000,8.2399998,,none,,,,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:56:00 PM,34000,471.6,277,38.9798180000,-77.0144650000,225.2599945,0.18,none,290,9,-37,F,departure,LGA,CLT
UAL692,7/1/2026 4:56:01 PM,16325,357.8,279,40.8208660000,-74.5662690000,249.8899994,-0.53,none,331,22,2,F,departure,LGA,IAH
SWA2473,7/1/2026 4:56:02 PM,27075,450.3,300,40.5463940000,-75.9649660000,243.4900055,0.18,none,302,16,-15,F,departure,LGA,STL
SWA1078,7/1/2026 4:56:03 PM,3950,274.1,246,40.6980740000,-73.9351810000,60.2599983,0,none,297,13,22,F,arrival,LAS,LGA
UAL692,7/1/2026 4:56:04 PM,16425,357.8,279,40.8193760000,-74.5716370000,249.8899994,-0.53,none,331,22,-2,F,departure,LGA,IAH
UAL669,7/1/2026 4:56:04 PM,2500,219.3,,40.8661650000,-73.7269290000,357.1199951,,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:56:06 PM,16500,358.7,280,40.8181660000,-74.5759440000,249.9499969,0,none,322,27,-1,F,departure,LGA,IAH
UAL2200,7/1/2026 4:56:08 PM,23675,403.3,284,40.8331090000,-75.5479220000,252.6900024,0.18,none,308,20,-17,F,departure,LGA,DEN
UAL692,7/1/2026 4:56:08 PM,16575,357.8,280,40.8170020000,-74.5802520000,249.8899994,0,none,322,27,-1,F,departure,LGA,IAH
SWA1078,7/1/2026 4:56:08 PM,3950,274.1,246,40.7013240000,-73.9276120000,60.2599983,-0.53,none,315,120,22,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:56:09 PM,32000,451.6,278,39.0679410000,-79.1138920000,251.8099976,0.35,none,219,13,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:56:09 PM,2425,215.4,,40.8706770000,-73.7280000000,346.0299988,,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:56:09 PM,23700,403.3,284,40.8322910000,-75.5515140000,252.6900024,0.18,none,308,20,-17,F,departure,LGA,DEN
UAL692,7/1/2026 4:56:10 PM,16650,357.8,280,40.8158110000,-74.5845340000,249.8899994,0,none,322,27,7,F,departure,LGA,IAH
AAL1150,7/1/2026 4:56:10 PM,34000,472.3,279,38.9637580000,-77.0351560000,225.1699982,0.18,none,287,9,-40,F,departure,LGA,CLT
UAL2200,7/1/2026 4:56:12 PM,23750,403.3,284,40.8308750000,-75.5573480000,252.6900024,0.18,none,308,20,-17,F,departure,LGA,DEN
UAL692,7/1/2026 4:56:13 PM,16750,357.8,280,40.8144420000,-74.5894900000,249.8899994,0,none,322,27,-1,F,departure,LGA,IAH
SWA2473,7/1/2026 4:56:13 PM,27250,452.6,300,40.5368040000,-75.9901220000,243.4900055,0.18,none,296,14,-21,F,departure,LGA,STL
SWA1078,7/1/2026 4:56:14 PM,3950,274.6,246,40.7048030000,-73.9196780000,60.0699997,-0.53,none,315,120,22,F,arrival,LAS,LGA
SWA2473,7/1/2026 4:56:14 PM,27275,453,300,40.5353610000,-75.9939300000,243.3800049,0.18,none,296,14,-21,F,departure,LGA,STL
UAL692,7/1/2026 4:56:15 PM,16800,357.5,280,40.8130450000,-74.5946090000,250.0399933,0,none,322,27,7,F,departure,LGA,IAH
UAL669,7/1/2026 4:56:15 PM,2325,210.2,,40.8762170000,-73.7309330000,332.8299866,,none,,,,F,arrival,ORD,LGA
SWA2473,7/1/2026 4:56:16 PM,27325,453,301,40.5334170000,-75.9990230000,243.3800049,0.18,none,296,14,-25,F,departure,LGA,STL
UAL692,7/1/2026 4:56:17 PM,16875,358.4,280,40.8118290000,-74.5989380000,250.1000061,0,none,322,27,-1,F,departure,LGA,IAH
UAL2200,7/1/2026 4:56:18 PM,23850,404.5,284,40.8275760000,-75.5713500000,252.6000061,-0.18,none,304,18,-18,F,departure,LGA,DEN
UAL692,7/1/2026 4:56:18 PM,16900,358.4,280,40.8112300000,-74.6011630000,250.1000061,0,none,322,27,7,F,departure,LGA,IAH
SWA2473,7/1/2026 4:56:19 PM,27375,453,301,40.5310320000,-76.0052280000,243.3800049,0.18,none,296,14,-25,F,departure,LGA,STL
AAL2302,7/1/2026 4:56:19 PM,32000,451.6,278,39.0612380000,-79.1400760000,251.8099976,0.35,none,219,13,-35,F,departure,LGA,BNA
SWA1078,7/1/2026 4:56:19 PM,3950,275.5,247,40.7082100000,-73.9118330000,60.1800003,-0.18,none,295,12,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:56:21 PM,2250,205.5,,40.8805390000,-73.7349240000,321.1199951,,none,,,,F,arrival,ORD,LGA
AAL1150,7/1/2026 4:56:21 PM,34000,473.8,278,38.9475860000,-77.0560160000,225.1699982,0.18,none,287,9,-40,F,departure,LGA,CLT
SWA2473,7/1/2026 4:56:23 PM,27450,453.9,301,40.5269170000,-76.0160520000,243.4299927,0.18,none,296,14,-25,F,departure,LGA,STL
UAL2200,7/1/2026 4:56:23 PM,23975,405.5,284,40.8243260000,-75.5850220000,252.6399994,-0.18,none,304,18,-18,F,departure,LGA,DEN
SWA1078,7/1/2026 4:56:25 PM,3975,275,247,40.7117010000,-73.9038430000,60.3600006,-0.18,none,295,12,22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:56:26 PM,2175,198.3,,40.8837580000,-73.7395480000,309.0700073,,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:56:26 PM,24025,405.5,284,40.8229610000,-75.5908060000,252.6399994,-0.18,none,304,18,-18,F,departure,LGA,DEN
UAL692,7/1/2026 4:56:28 PM,16975,357.1,280,40.8055040000,-74.6221370000,250.1999969,0,none,,,7,F,departure,LGA,IAH
UAL2200,7/1/2026 4:56:29 PM,24075,405.5,285,40.8213960000,-75.5972900000,252.6399994,0,none,296,17,-18,F,departure,LGA,DEN
AAL2302,7/1/2026 4:56:29 PM,32000,451.6,278,39.0545650000,-79.1660470000,251.8099976,0.35,none,219,13,-35,F,departure,LGA,BNA
SWA1078,7/1/2026 4:56:30 PM,3975,275.9,249,40.7149600000,-73.8962900000,60.4599991,-0.18,none,301,13,21,F,arrival,LAS,LGA
UAL669,7/1/2026 4:56:31 PM,2125,192,,40.8859410000,-73.7446900000,294.2999878,,none,,,,F,arrival,ORD,LGA
UAL2200,7/1/2026 4:56:31 PM,24125,405.5,285,40.8201140000,-75.6028440000,252.6399994,0,none,296,17,-18,F,departure,LGA,DEN
AAL1150,7/1/2026 4:56:31 PM,34000,473.8,279,38.9315190000,-77.0766150000,225.1699982,0,none,296,9,-40,F,departure,LGA,CLT
SWA2473,7/1/2026 4:56:33 PM,27625,455.3,300,40.5174870000,-76.0407100000,243.3800049,0.18,none,292,15,-22,F,departure,LGA,STL
UAL2200,7/1/2026 4:56:34 PM,24175,406.4,285,40.8186780000,-75.6088460000,252.6799927,0,none,296,17,-18,F,departure,LGA,DEN
SWA1078,7/1/2026 4:56:35 PM,3975,275.9,249,40.7182180000,-73.8887370000,60.4599991,-0.18,none,301,13,21,F,arrival,LAS,LGA
UAL669,7/1/2026 4:56:36 PM,2075,188.5,,40.8872680000,-73.7509160000,281.0100098,,none,,,,F,arrival,ORD,LGA
UAL692,7/1/2026 4:56:38 PM,16950,357.7,278,40.7999730000,-74.6427000000,250.9100037,0.88,none,323,27,-4,F,departure,LGA,IAH
AAL2302,7/1/2026 4:56:39 PM,32000,451.9,,39.0480190000,-79.1915430000,251.6900024,,none,,,,F,departure,LGA,BNA
